id,turns,victory_status,winner,white_rating,black_rating,opening_name
7FxQd0g0,37,resign,white,1718,1436,Philidor Defense #2
EPF3VvuM,87,mate,white,1709,1629,Queen's Pawn Game: Chigorin Variation
9MssW8u9,123,mate,white,1704,1510,Reti Opening
73FWLZDD,89,outoftime,white,1695,1643,Reti Opening
NVMd8c7r,10,outoftime,black,1518,1689,Italian Game: Anti-Fried Liver Defense
60So8eJC,71,resign,white,1683,1495,Queen's Pawn Game: Chigorin Variation
E8coQaPH,54,resign,black,1694,1707,Three Knights Opening
1u6TZLcU,62,resign,black,1744,1681,King's Pawn Game: Nimzowitsch Defense
f0Fb9xAX,34,resign,black,1482,1472,Horwitz Defense
sFQNvClA,43,mate,white,1473,1401,Queen's Gambit Declined
xR01noPz,90,mate,black,1221,1368,English Opening: Anglo-Scandinavian Defense
lraTxMHx,51,mate,white,1481,1293,Bird Opening
PsdHI4ZU,10,mate,black,1500,1432,Benoni Defense: Benoni Gambit Accepted
0vCW0oTa,95,mate,white,1403,1182,Queen's Gambit Accepted: Central Variation |  Modern Defense
9xR9Qzj9,22,resign,black,1365,1163,English Opening: King's English Variation |  Reversed Sicilian
twfd5E9i,22,mate,black,1163,1985,Bishop's Opening
1psIwbXL,91,mate,white,1153,1103,Bishop's Opening: Berlin Defense
kMwBWWg5,78,resign,black,1158,1383,Bishop's Opening
kuRdXCJ1,13,mate,white,1147,1108,Philidor Defense #3
uWM6iOnB,102,mate,black,1206,1132,Van't Kruijs Opening
EyBAFKYK,67,mate,white,1103,1146,King's Pawn Game: Leonardis Variation
aFR1aNjK,29,mate,white,1127,1296,King's Pawn Game: Napoleon Attack
4wWFmbTF,97,resign,white,1111,1198,French Defense #2
Sm9cj3fR,69,mate,white,1172,1122,King's Pawn Game: Busch-Gass Gambit
Gs0EgQR3,40,mate,black,1136,1128,King's Pawn Game: Napoleon Attack
Ls7pzvc7,60,mate,black,1160,796,Scandinavian Defense: Mieses-Kotroc Variation
t6GU62w8,144,resign,black,795,1157,French Defense: La Bourdonnais Variation
IrniH7WT,82,mate,black,1084,1146,Horwitz Defense
PEIWwrwH,73,resign,white,1146,995,Bishop's Opening: Ponziani Gambit
okyR7GIQ,62,mate,black,1158,1191,Bishop's Opening
foydg28k,115,mate,white,1143,1191,Bishop's Opening: Ponziani Gambit
U7qCWp7Z,67,mate,white,1002,1163,King's Pawn Game: McConnell Defense
1EO1qKvn,62,resign,white,1148,1165,French Defense #2
UOy5uE09,60,mate,black,1161,1200,Bishop's Opening
OO19z5IJ,57,mate,white,1011,1184,Englund Gambit Declined |  Reversed French
0yWiB7WD,48,mate,black,1184,1070,Van Geet Opening
f2PUxvqc,22,mate,black,1176,1070,Alekhine Defense
dwTRsRJX,42,resign,black,1160,1070,French Defense #2
Gr6grh2d,99,mate,white,1134,1023,King's Pawn Game: Napoleon Attack
WjD5bPT5,100,draw,draw,1129,1248,King's Pawn Game: Napoleon Attack
EMHV34Sz,72,resign,black,1026,1116,King's Pawn Game: McConnell Defense
gjFoKFQp,90,mate,black,1140,1011,Scandinavian Defense
7gI00SlY,33,mate,white,995,1167,Bishop's Opening
DtjF3WTd,101,mate,white,1156,997,Scandinavian Defense
bW8jsL7d,80,resign,black,1178,1132,Alekhine Defense
sxJmzlsS,54,outoftime,black,1089,1162,King's Pawn Game: Leonardis Variation
qucmolY4,72,mate,black,1092,1144,English Opening: King's English Variation
xt4AYnvX,38,mate,black,1172,1077,Scandinavian Defense
sV0rgk3R,62,resign,black,1112,1151,Center Game #2
agxGtAax,7,mate,white,1131,1071,Bishop's Opening: Philidor Counterattack
PLYrSuWR,50,mate,black,1211,1500,Italian Game: Two Knights Defense
M1cgACGl,43,mate,white,1834,1218,King's Pawn Game: Busch-Gass Gambit
L2EdSOzt,43,mate,white,1742,1218,King's Pawn Game: Nimzowitsch Defense
gTCNbh3o,17,mate,white,1742,1218,Owen Defense
u8spfpAh,113,mate,white,1500,1261,Owen Defense
nLm6oKZO,18,resign,black,1317,1538,Scandinavian Defense
CXPDNH40,46,mate,black,1317,1500,King's Pawn Game: Leonardis Variation
XehgoTOZ,23,mate,white,1500,1317,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
2GvaOkk5,39,mate,white,1940,1327,King's Pawn Game: Nimzowitsch Defense
Dpp2kpwu,63,mate,white,1504,1500,Owen Defense
KkzphjC8,3,resign,white,1590,1388,English Opening
5SAhE2gk,26,mate,black,1391,1774,Ruy Lopez: Steinitz Defense
GHgLkoUJ,69,mate,white,1731,1395,Queen's Gambit Accepted: Slav Gambit
IdszdQsY,117,mate,white,1686,1400,Scotch Game
PrKd49NV,48,mate,black,1408,1577,Italian Game: Anti-Fried Liver Defense
AQTOkr9G,32,mate,black,1418,1741,Scandinavian Defense: Mieses-Kotroc Variation
5M0S1qPK,81,mate,white,2010,1419,Italian Game: Two Knights Defense |  Modern Bishop's Opening
DZkdttYR,61,mate,white,1908,1421,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit
ivKr6cnJ,40,mate,black,1422,2026,Three Knights Opening
34lp4sxr,29,resign,black,1523,1375,Four Knights Game: Italian Variation
6uskoLs6,93,resign,black,1375,1992,Scandinavian Defense: Mieses-Kotroc Variation
FPawDIZE,95,mate,white,1281,930,French Defense: Normal Variation
NOfIK1LX,80,outoftime,black,1221,1281,Sicilian Defense: Pin Variation
SAMmBf3f,47,mate,white,1278,946,English Opening: Anglo-Indian Defense |  King's Knight Variation
xIJMIEcv,18,resign,black,950,1274,Sicilian Defense: Bowdler Attack
yzyayp5f,31,mate,white,1270,953,Scotch Game
XczitvvJ,61,mate,white,1245,1277,Queen's Pawn Game: Chigorin Variation
nSviObhA,93,mate,white,1240,1012,English Opening: Symmetrical Variation
ucqkIOT6,114,resign,black,1255,1157,Philidor Defense: Nimzowitsch Variation
n8tmGnnn,46,outoftime,black,874,1255,Sicilian Defense: Closed
Iz6xucJK,28,mate,black,1152,1246,Sicilian Defense
O8h1ZIJo,33,mate,white,1242,953,Ruy Lopez: Morphy Defense |  Graz Variation
U5llimcm,107,resign,white,1234,1087,St. George Defense: Woodchuck Variation
eor6INZY,9,resign,white,1231,905,Queen's Pawn Game: Zukertort Variation
12PQEllE,38,resign,black,909,1227,Queen's Pawn Game #3
8BsfZrzx,105,mate,white,1218,1111,Colle System
sSoJ4Gc2,32,mate,black,1268,1204,Sicilian Defense: Bowdler Attack
4MoCnXSf,115,resign,white,1017,1223,Queen's Pawn Game: Chigorin Variation
yn2r2dpP,123,mate,white,1276,1234,King's Pawn Game: King's Head Opening #2
BYN9vgQU,72,resign,black,1246,1238,Torre Attack #2
qTZb9Anq,29,mate,white,1190,1261,Sicilian Defense: French Variation
ypueY13m,105,mate,white,1249,1233,Englund Gambit Complex: Soller Gambit
LpwfGIH3,41,resign,white,1249,1500,Queen's Pawn Game: Chigorin Variation
5Dr440nX,49,resign,black,1249,1531,Horwitz Defense
bhpP2adQ,105,resign,white,1138,1266,Nimzo-Larsen Attack: Modern Variation
NTa0FtvF,35,resign,white,1256,1163,English Opening: Anglo-Scandinavian Defense
niCFwzEh,43,resign,white,1111,1275,Queen's Pawn Game: Chigorin Variation
ktxSimhv,97,mate,white,1667,1250,Queen's Gambit Accepted: Old Variation
i1yPixuq,40,resign,black,1252,1770,King's Pawn Game: Leonardis Variation
SDlD30Ag,57,resign,white,1689,1254,Queen's Pawn Game: Chigorin Variation
tXyhQGNP,56,mate,black,1255,1833,Vienna Game: Anderssen Defense
5JCjRFRS,35,resign,white,2033,1256,Van't Kruijs Opening
63u766mb,46,mate,black,1525,1232,Philidor Defense #3
1VA5T3WL,60,resign,black,1235,1592,Modern Defense
2bYi7mnn,31,mate,white,1444,1242,Italian Game: Evans Gambit
NRTw0yqg,60,resign,black,1246,1565,Center Game #2
j1dcI2of,52,mate,black,1257,1342,King's Knight Opening: Normal Variation
0B267Ltu,19,mate,white,1495,1263,Zukertort Opening: Tennison Gambit
rzW2zbk5,41,resign,white,1790,1265,Gunderam Defense
YlvvHdr3,36,mate,black,1266,1854,Torre Attack #2
52KCgBfd,54,mate,black,1278,1329,Italian Game: Jerome Gambit
0A3uCQ1O,42,resign,black,1290,1436,Saragossa Opening
W79DZS8T,30,resign,black,1293,1710,Sicilian Defense: Hyperaccelerated Dragon
wjrmdeFc,70,mate,black,958,1289,Ware Opening
wztkx5CE,35,resign,white,1709,1291,Owen Defense
SyBnhxvk,31,mate,white,1755,1293,Queen's Gambit Declined
hrHawYHH,64,resign,black,1296,1702,Sicilian Defense: Old Sicilian
nDGWTVOP,45,mate,white,1680,1299,Bishop's Opening
AatMaoUP,56,resign,black,1302,1647,King's Pawn Game: Macleod Attack
6vUqSQzl,42,mate,black,1303,1876,Saragossa Opening
83YNb3sh,27,resign,white,1473,1311,Gunderam Defense
92UA72Pj,39,resign,white,1774,1313,King's Gambit
xmDaNtYi,19,resign,white,1302,1236,King's Pawn Game: Macleod Attack
BQMmWcVs,34,mate,black,1313,1401,Saragossa Opening
2Be0sIG6,31,resign,white,1809,1314,Italian Game
vZP9pa8n,54,outoftime,black,1323,1451,King's Pawn Game: King's Head Opening #2
wNjSbB0F,134,mate,black,1369,1307,Vienna Game: Mengarini Variation
d10lrIuX,86,resign,black,1319,1363,Saragossa Opening
ZMye2E8Q,30,resign,black,1324,1599,Philidor Defense #2
jz2BmLti,29,resign,white,1698,1327,Bishop's Opening: Ponziani Gambit
Ja9Gn5vJ,55,resign,white,1552,1334,Bishop's Opening: Ponziani Gambit
TOnjgl2a,34,mate,black,1289,1321,Van't Kruijs Opening
u2pFEoAO,81,outoftime,white,1297,1532,Scandinavian Defense
TfFMOOKi,84,resign,black,1300,1749,Pirc Defense #4
zc2lpMJj,56,mate,black,1302,1696,Ruy Lopez: Berlin Defense #2
qEEHYg3f,35,resign,white,1282,1428,Sicilian Defense: Canal Attack |  Main Line
3DsCl3PV,30,mate,black,1453,1261,Queen's Pawn Game: Chigorin Variation
YV1XCOYx,21,resign,black,1235,1246,Petrov's Defense #2
wcu3s3bw,98,resign,black,1453,1222,Queen's Pawn Game
Z72bhE0w,70,mate,black,1338,1200,Philidor Defense #2
VGdvtl9I,82,mate,black,1208,1406,Van Geet Opening: Dunst-Perrenet Gambit
UTy9UQjf,74,outoftime,black,1213,1519,Sicilian Defense: Smith-Morra Gambit #2
9hOpkowK,53,resign,white,1833,1214,Queen's Pawn Game #2
svhejqQZ,41,resign,white,1185,1590,King's Indian Attack
neQt7KKy,25,resign,white,1848,1186,Bird Opening
Xy8XJUfE,88,resign,black,1188,1605,Hungarian Opening
2pd9rePm,60,mate,black,2035,1629,Queen's Pawn Game: London System
A1sCoxa2,79,resign,white,1609,1754,Ruy Lopez: Berlin Defense #2
ZQK9ADCs,52,resign,white,1584,1957,French Defense: Queen's Knight
jZeY8e65,68,mate,black,1374,1553,Queen's Pawn Game: Mason Attack
LegmpoVP,40,resign,black,1813,1528,Sicilian Defense: Four Knights Variation |  Exchange Variation
yZTK9CyC,71,mate,white,1503,1819,French Defense: Advance Variation |  Main Line
XZjlHA5z,56,mate,black,1669,1481,Horwitz Defense
mk0h2Gv8,37,mate,white,1467,1454,Ruy Lopez
4ap40Csw,28,resign,white,1429,1384,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
jLLlCpc9,46,mate,black,1453,1412,Queen's Gambit Refused: Marshall Defense
OFpxIk3f,51,resign,white,1385,1637,Ruy Lopez: Exchange Variation |  King's Bishop Variation
LhrvcCLC,66,mate,black,1235,1375,Modern Defense
Djt656LI,26,mate,black,1431,1355,Mieses Opening
AwjvWyDP,53,outoftime,white,1763,1358,Queen's Pawn Game #3
JOplW281,19,resign,white,1306,1546,Scandinavian Defense: Mieses-Kotroc Variation
3FBTaJ1M,32,resign,black,1248,1291,Russian Game: Modern Attack |  Center Attack
YsI2deSN,21,resign,white,1258,1673,French Defense: Knight Variation
4LPlgruA,41,resign,black,1916,1222,Scotch Game: Scotch Gambit |  Advance Variation
cEw0VsfY,50,resign,black,1788,1187,King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense
7hHQdIJD,65,mate,white,1155,1510,Ruy Lopez
3si9CJBm,37,mate,white,1132,1227,King's Pawn Game: Damiano Defense
JsbkXoD1,27,mate,white,1113,1122,Philidor Defense
BwXGCvBE,9,resign,white,1102,930,Alekhine Defense: Mokele Mbembe
P1u6ph3R,59,resign,white,1102,1810,Van't Kruijs Opening
KJeAZKRh,22,resign,black,1023,1086,French Defense: Queen's Knight
BQaQgpCA,106,mate,black,1098,1249,Van't Kruijs Opening
XpjeAYkl,79,mate,white,1241,1112,French Defense #2
lvJYNNi6,124,mate,black,1130,1210,Van't Kruijs Opening
ZKQAL78x,60,mate,black,1169,1104,French Defense: Knight Variation
R2Vnrli7,88,mate,black,1114,1384,Van't Kruijs Opening
ffnCXri7,39,mate,white,1636,1116,French Defense: Normal Variation
gGvmZX05,53,mate,white,1825,1074,French Defense #2
ggLb1uR2,28,mate,black,1074,2151,Van't Kruijs Opening
TGEFLYkH,61,resign,white,1429,1416,Indian Game
cn6dxWB5,64,mate,black,1425,1447,Italian Game: Anti-Fried Liver Defense
dkbcLJzc,127,resign,black,1451,1414,Sicilian Defense
rl1OhAf6,114,resign,black,1424,1431,Italian Game: Two Knights Defense |  Modern Bishop's Opening
L1aRnjTp,43,resign,black,1436,1389,Scandinavian Defense: Mieses-Kotroc Variation
F83NKRda,19,mate,white,1426,1411,Italian Game: Classical Variation |  Giuoco Pianissimo
MHIYRxOo,83,resign,white,1419,1437,Nimzo-Larsen Attack: Modern Variation #4
oEBQhZTO,69,mate,white,1399,1449,Sicilian Defense: Closed Variation |  Traditional
F0ndOQZO,39,resign,white,1441,1366,Italian Game: Two Knights Defense |  Modern Bishop's Opening
wo2AHjP1,40,resign,black,1453,1369,Italian Game: Classical Variation |  Giuoco Pianissimo
R5gzrHai,114,resign,black,1464,1465,Italian Game: Classical Variation |  Giuoco Pianissimo
j5c2RXnd,70,resign,black,1476,1453,Sicilian Defense: Closed Variation |  Traditional
4aL70Wgg,91,outoftime,white,1497,1462,Sicilian Defense: Delayed Alapin
ySPWmeWy,51,resign,black,1472,1498,Caro-Kann Defense
EqtKF11R,93,resign,black,1459,1461,Sicilian Defense: Bowdler Attack
RifoRB7V,89,mate,white,1456,1472,Sicilian Defense
kXZYsDWT,43,resign,white,1462,1441,Italian Game: Classical Variation #2
2h3QX1YP,42,resign,black,1450,1452,Sicilian Defense: Staunton-Cochrane Variation
830fxCdz,43,mate,white,1441,1462,Italian Game: Anti-Fried Liver Defense
69mJWtRN,66,resign,white,1451,1451,Sicilian Defense: Bowdler Attack
VCVaBla1,100,outoftime,black,1461,1491,Italian Game: Anti-Fried Liver Defense
vzNmDgil,51,resign,white,1465,1472,Sicilian Defense
VxEAYkLN,67,resign,white,1462,1424,Sicilian Defense #2
0by1nU4f,54,outoftime,black,1450,1452,Sicilian Defense: McDonnell Attack
RJz2t3yg,36,resign,black,1464,1415,Italian Game: Anti-Fried Liver Defense
aswj7U7L,63,resign,black,1417,1454,Sicilian Defense: Modern Variations |  Main Line
gOI6FVn5,65,mate,white,1443,1454,Italian Game: Giuoco Pianissimo
Bc9pIkNz,96,resign,white,1471,1454,Sicilian Defense
juk5jelL,50,resign,black,1465,1438,Sicilian Defense: Scheveningen Variation |  Classical Variation #2
6QEHG2Xy,81,resign,white,1417,1477,Sicilian Defense
m6Dv4tjf,65,resign,white,1474,1201,Philidor Defense
TDTNGz99,21,resign,white,1510,1483,Sicilian Defense: Bowdler Attack
KX3NWXWe,35,resign,white,1480,1494,Sicilian Defense: Najdorf Variation
PPOQGBGj,42,resign,black,1498,1768,Italian Game: Anti-Fried Liver Defense
HmYD5M06,48,resign,black,1510,1452,Philidor Defense: Exchange Variation #2
M1uYgZWA,75,resign,white,1435,1523,Sicilian Defense: Smith-Morra Gambit #2
8ju1Ky6o,66,resign,black,1536,1460,Philidor Defense
54IrDY0S,21,resign,white,1514,1547,Sicilian Defense: Accelerated Dragon |  Modern Variation
sdK4CaLX,61,resign,black,1559,1514,Sicilian Defense #2
oKS3ZNSK,78,mate,black,1568,1581,French Defense: Classical Variation |  Steinitz Variation
UdRV80J7,38,mate,black,1475,1560,Sicilian Defense: Canal-Sokolsky Attack
pwYH3L9D,113,draw,draw,1561,1525,Italian Game
npTFKCnW,40,resign,white,1553,1459,Italian Game: Classical Variation |  Giuoco Pianissimo
pz83EnOf,42,draw,draw,1456,1556,Sicilian Defense: Bowdler Attack
cqsUd7ne,145,mate,white,1546,1532,Philidor Defense
a7Y6niVM,78,mate,black,1543,1536,Indian Game
6Db2lfZc,40,mate,black,1547,1513,Italian Game: Schilling-Kostic Gambit
xnm3oh0t,76,resign,white,1477,1560,Van't Kruijs Opening
ON47tmvR,89,resign,white,1551,1486,French Defense: Winawer Variation |  Advance Variation
HIZAAqDg,61,resign,white,1472,1564,Mieses Opening
tmH3r8qf,78,resign,black,1436,1568,Modern Defense
XViv0SVq,59,outoftime,white,1567,1108,Hungarian Opening
ATbFpLdo,89,mate,white,1301,1587,Modern Defense
LfUmrYRE,103,mate,white,1292,1622,Modern Defense
A6wCNlRk,163,mate,white,1616,1404,Hungarian Opening
4NeAvfza,19,resign,white,1613,1279,Hungarian Opening
iUWGyazS,53,resign,white,1607,1403,Hungarian Opening
nZzmL2rR,71,resign,white,1600,1421,Hungarian Opening
QIVgEJMW,88,resign,black,1580,1763,Queen's Pawn Game: Mason Attack
JLlBxHzp,140,mate,black,1711,1753,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack
e9iveKme,69,mate,white,2211,1900,French Defense: Paulsen Variation
Rl1BsluH,76,mate,black,2070,2203,Ruy Lopez: Closed
GbXCoNmo,155,resign,white,2196,2030,Sicilian Defense: Open
pcP9ZvmA,75,resign,white,2290,2205,Ruy Lopez: Morphy Defense |  Anderssen Variation
K2VVNLqy,59,mate,white,1962,2219,English Opening: Anglo-Indian Defense |  Scandinavian Defense
UEKGv4C9,64,mate,black,1966,2214,Queen's Pawn Game: Mason Attack
80he8UUG,72,outoftime,black,2232,2081,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
knBXhD2a,67,resign,black,2169,2221,Queen's Gambit Refused: Marshall Defense
hQLKJ68q,93,mate,white,2209,2193,Sicilian Defense: Najdorf Variation |  English Attack
yUHWSfJo,39,resign,black,1788,2207,Scotch Game: Blumenfeld Attack
e4TsEuRY,52,resign,white,2202,1915,Sicilian Defense: Accelerated Dragon |  Modern Variation
Bd5J9RZq,121,mate,white,2199,1843,French Defense: Advance Variation |  Nimzowitsch Attack
DsOmLJkQ,66,resign,black,2178,2187,Nimzo-Larsen Attack: Symmetrical Variation
v2iBUV6J,7,resign,white,2173,2189,Scandinavian Defense: Mieses-Kotroc Variation
XrqBh3Cj,101,resign,white,2167,1933,Rat Defense: Antal Defense
SfJPL1Pd,56,resign,black,2080,2157,Queen's Gambit Declined: Normal Defense
Lwbb2x5M,122,resign,black,2176,2027,Sicilian Defense
ZLqtVCvu,87,resign,black,2018,2167,Queen's Gambit Declined
IeiV50Ye,84,mate,black,1989,2160,Queen's Gambit Refused: Marshall Defense
xJjnpqHv,81,resign,white,2147,2120,French Defense: Chigorin Variation
fss0w4x2,33,resign,white,2145,1631,Sicilian Defense: Old Sicilian
1ApvUDMI,48,resign,black,1692,2143,Queen's Gambit Declined
lC1Y690r,25,resign,black,1690,2141,Scotch Game
C78HIxXU,93,resign,white,2129,2088,Sicilian Defense
HQiuJQ52,73,outoftime,white,2022,2148,Nimzo-Larsen Attack: Modern Variation #4
clGFiHWZ,67,resign,white,2146,1645,Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation
bCKTftWE,83,resign,black,1739,2143,Ruy Lopez: Morphy Defense |  Anderssen Variation
NE8B1LXx,118,draw,draw,2155,1758,French Defense: Horwitz Attack
71UNH3j1,65,outoftime,white,2148,1947,King's Pawn Game: Busch-Gass Gambit
WlhkyVKJ,78,resign,black,1852,1874,Queen's Pawn Game: Mason Attack
rPXUUjBk,87,resign,white,1828,1767,Horwitz Defense
tZNfIY4w,54,mate,black,1863,1831,Queen's Pawn Game: Mason Attack
a51IRUv2,17,mate,white,1846,1561,Queen's Pawn Game: Mason Attack
0G0p7rSw,136,resign,black,1565,1831,Sicilian Defense: Bowdler Attack
KMz9fZIE,79,mate,white,1814,1569,Queen's Pawn Game: Mason Attack
v1l2tFAk,42,mate,black,1741,1771,Queen's Pawn Game: Zukertort Variation
aE6YDFQ1,63,mate,white,1712,1752,Queen's Pawn Game: Mason Attack
YWdmgr9E,133,mate,white,1832,1762,Sicilian Defense: Delayed Alapin
dc7ZLgpn,49,resign,white,1921,1815,Sicilian Defense: Dragon Variation |  Levenfish Variation
7Dv3MLzs,42,resign,black,1581,1767,Sicilian Defense: Bowdler Attack
UjuuSIXm,138,outoftime,black,1410,1736,Sicilian Defense: Smith-Morra Gambit #2
4Jc2wMmD,52,resign,white,1688,1414,Horwitz Defense
mkbZusXX,74,resign,black,1852,1862,English Opening: Symmetrical Variation |  Mecking Variation
xmXZFqLk,107,resign,black,1868,1716,Zukertort Opening: Pirc Invitation
U4MkY1R0,62,mate,black,1881,1825,King's Indian Attack: Symmetrical Defense
jm7Lz8HQ,57,resign,white,1854,1893,Sicilian Defense: Smith-Morra Gambit
crNNCnXQ,73,mate,white,1885,1798,Zukertort Opening: Queen's Gambit Invitation
OJahNQVm,45,resign,white,1864,2267,English Opening: Symmetrical Variation |  Mecking Variation
kBVbx8I1,155,mate,white,1832,1877,Sicilian Defense: Wing Gambit
R23j6cmd,75,mate,white,1859,1741,Zukertort Opening: Queen's Gambit Invitation
NEcC3a85,33,mate,white,1913,1643,Nimzo-Larsen Attack
7tHWBw3s,42,resign,white,1732,1653,Queen's Gambit Declined
nYtyCSYk,91,resign,white,1645,1525,Sicilian Defense: Accelerated Dragon
JiuCUSvf,56,resign,black,1663,1631,French Defense: La Bourdonnais Variation
AGyetIn2,105,mate,white,2063,1633,French Defense: Advance Variation |  Milner-Barry Gambit
9cJxQepO,82,resign,black,1445,1627,Tarrasch Defense
lh4ywbgB,67,outoftime,white,1625,1212,Sicilian Defense: Accelerated Dragon |  Modern Variation
Yu9lUxBh,64,resign,black,1634,1715,Philidor Defense #2
F0UHiQHg,53,mate,white,2054,1636,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2
c549Hp3c,70,resign,black,1638,2075,Four Knights Game: Spanish Variation |  Classical Variation
9sZ9GWLL,53,resign,white,1617,2024,Ruy Lopez: Morphy Defense |  Tarrasch Variation
JKq6kIN5,55,mate,white,1727,1625,French Defense: Exchange Variation
6t0ejMtZ,56,resign,black,1638,1606,St. George Defense
qKYTCDyL,42,resign,black,973,1173,Van't Kruijs Opening
FtHfBw1B,43,outoftime,white,1170,981,King's Knight Opening
xHR8W1CE,73,outoftime,white,1272,986,Hungarian Opening
tcMs2pRq,78,mate,black,999,1068,English Opening: The Whale
0DmSIqon,93,outoftime,white,979,1043,Owen Defense
JO5WYXdj,41,outoftime,white,906,1001,Englund Gambit Declined |  Reversed French
WPlt50qo,45,outoftime,white,1053,1017,Bishop's Opening
yBM550rF,72,outoftime,black,1037,1004,Alekhine Defense
b0NYcWMA,56,outoftime,black,1059,1016,King's Pawn Game: Damiano Defense
qHfrAvZi,76,outoftime,black,1036,1035,Sicilian Defense: Staunton-Cochrane Variation
K4hX08Y0,69,resign,white,1261,1045,Van't Kruijs Opening
wJpcbYGQ,19,resign,white,1351,1052,Semi-Slav Defense
tZOCN2cl,98,outoftime,black,1071,1118,Alekhine Defense
HqoBcCCo,109,draw,draw,1064,1174,King's Gambit Accepted
EQAV7xQy,27,resign,white,1378,1071,Italian Game: Anti-Fried Liver Defense
B5A0ww5g,36,mate,black,1092,1143,Van't Kruijs Opening
ubsCvEhg,59,outoftime,white,1140,1117,French Defense: Knight Variation
ypvo8l4y,56,outoftime,black,1141,1168,Scandinavian Defense
wbLlU1iZ,39,mate,white,1221,1166,Russian Game: Three Knights Game
1A3fGCEC,72,mate,black,1296,1120,Paleface Attack
wMHgbnN1,44,mate,black,1136,1344,Scandinavian Defense: Mieses-Kotroc Variation
10MoRk58,39,mate,white,1076,1343,Sicilian Defense: Smith-Morra Gambit #2
hPfDZQN2,101,draw,draw,1004,1085,King's Pawn Game: Busch-Gass Gambit
d0xRf6Jo,70,resign,white,1023,1197,King's Gambit Declined: Keene's Defense #2
k3LJHwsX,61,outoftime,white,1190,1052,King's Pawn Game: Wayward Queen Attack
Hox7tjSl,53,mate,white,1110,1104,Russian Game: Three Knights Game
6mo8o0WK,38,resign,black,1152,1218,Queen's Pawn Game
QLYRZRm9,30,mate,black,1221,1238,English Opening: Achilles-Omega Gambit
s5REwnKz,84,mate,black,1135,1129,Sicilian Defense: Closed Variation
bbLekYaz,33,mate,white,1218,1266,Sicilian Defense: Closed Variation
1cRvHwaH,62,outoftime,black,1500,1398,Four Knights Game
Vg1oFqjG,46,outoftime,black,1500,1504,King's Pawn Game: Tayler Opening
LQK1Me7F,23,resign,white,1644,1638,Ruy Lopez: Exchange Variation |  Lutikov Variation
j3tvvH0i,38,outoftime,black,1638,2019,Caro-Kann Defense: Two Knights Attack
n8E1KfX7,43,draw,draw,1500,1770,Philidor Defense #2
rQ8PM1Wn,77,resign,white,1480,1496,French Defense: Advance Variation |  Nimzowitsch System
F6VWt6fK,87,mate,white,1480,1310,Italian Game: Giuoco Pianissimo |  Normal
6NOpN2Fm,104,mate,black,1082,1480,Queen's Pawn Game: Chigorin Variation
re22x6bE,44,resign,black,1480,1488,Italian Game: Anti-Fried Liver Defense
1YEcc1So,71,resign,white,1359,1480,Four Knights Game: Scotch Variation Accepted
09BAGjgn,36,resign,black,1350,1480,Ruy Lopez: Bird Variation
N7FmIWyd,23,resign,white,1480,1350,Italian Game: Anti-Fried Liver Defense
eP5SOkT8,40,resign,white,1357,1480,Vienna Game: Stanley Variation
WRTW99qO,49,resign,white,1480,1500,Italian Game: Two Knights Defense |  Modern Bishop's Opening
rG6pauhi,52,resign,black,1500,1480,Ruy Lopez: Bird Variation
cDPVW1yt,100,mate,black,1444,1480,Queen's Gambit Refused: Albin Countergambit
ohJfefAa,38,resign,black,1480,1376,Scandinavian Defense: Gubinsky-Melts Defense
oOrUbe5W,35,resign,white,1480,1027,Italian Game: Two Knights Defense |  Modern Bishop's Opening
GPdEvrqx,14,resign,black,1027,1480,Four Knights Game: Italian Variation
90AzAwgR,35,mate,white,1480,1499,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
5FlEM3pS,77,resign,white,1480,1357,Italian Game: Two Knights Defense |  Modern Bishop's Opening
46zvE1v3,59,mate,white,1480,1500,Pirc Defense #2
HLZ6Q5aS,40,mate,black,1225,1480,Italian Game: Schilling-Kostic Gambit
2q2b2Kuo,40,resign,black,1480,1490,Four Knights Game: Italian Variation
eUz0KGUb,54,resign,black,1316,1480,Ruy Lopez: Bird Variation
Fi2wlxrJ,71,resign,white,1082,1480,Ruy Lopez: Steinitz Defense
jlhEXnLn,55,resign,white,1480,1161,Philidor Defense: Nimzowitsch Variation
5PvEQ9Sy,16,mate,black,1500,1480,Italian Game: Schilling-Kostic Gambit
3ou3eN2K,66,mate,black,1314,1480,King's Pawn Game: Leonardis Variation
9OYsnRWf,50,resign,white,1225,1480,Queen's Gambit Refused: Albin Countergambit |  Normal Line
CCG4UWvp,108,resign,black,1480,1298,Scotch Game: Lolli Variation
arq1ppsY,25,resign,black,1480,1456,Italian Game: Two Knights Defense |  Modern Bishop's Opening
iU1Zbb5d,57,resign,white,1480,1465,Four Knights Game: Italian Variation
VQrk575w,51,mate,white,1480,1209,Pirc Defense #5
